Reaction_Type,Sentiment,Score,Content_Type,Category,Content ID,Datetime
disgust,negative,0,photo,healthy eating,cbf66fdd-cd86-4517-8081-181e45f13823,2020-12-23 13:27:25
disgust,negative,0,photo,healthy eating,18cb1ce7-fb66-4a56-8042-e38c9593ade1,2020-10-26 11:09:17
disgust,negative,0,photo,healthy eating,18cb1ce7-fb66-4a56-8042-e38c9593ade1,2020-11-17 03:21:52
disgust,negative,0,photo,healthy eating,18cb1ce7-fb66-4a56-8042-e38c9593ade1,2020-09-27 00:19:32
disgust,negative,0,photo,healthy eating,d0c1d7f4-7735-49a9-ab6b-2cdb2338a609,2020-09-11 03:52:37
disgust,negative,0,photo,healthy eating,d0c1d7f4-7735-49a9-ab6b-2cdb2338a609,2020-08-19 13:59:02
disgust,negative,0,photo,healthy eating,d0c1d7f4-7735-49a9-ab6b-2cdb2338a609,2020-09-21 09:35:27
disgust,negative,0,photo,healthy eating,d0c1d7f4-7735-49a9-ab6b-2cdb2338a609,2021-05-24 08:25:53
disgust,negative,0,photo,healthy eating,d0c1d7f4-7735-49a9-ab6b-2cdb2338a609,2020-09-01 16:16:01
disgust,negative,0,photo,healthy eating,d0c1d7f4-7735-49a9-ab6b-2cdb2338a609,2020-10-18 09:06:03
disgust,negative,0,photo,healthy eating,f3e8d168-6fb9-48b9-8347-b35595162c1d,2020-09-02 17:27:59
disgust,negative,0,photo,healthy eating,efffd88f-7ddb-4579-bbf2-e3d248c122b4,2020-10-15 17:55:04
disgust,negative,0,photo,healthy eating,efffd88f-7ddb-4579-bbf2-e3d248c122b4,2021-03-24 01:11:25
disgust,negative,0,photo,healthy eating,f9e9544e-16b5-416f-9aec-80a723d1e64c,2020-08-02 07:52:05
disgust,negative,0,photo,healthy eating,f9e9544e-16b5-416f-9aec-80a723d1e64c,2020-08-09 20:31:30
disgust,negative,0,photo,healthy eating,7cbe1ddf-f81e-4597-be11-420b4dd815dd,2020-09-26 05:13:30
disgust,negative,0,photo,healthy eating,7cbe1ddf-f81e-4597-be11-420b4dd815dd,2020-07-02 19:11:19
disgust,negative,0,photo,healthy eating,aafa015b-7447-421e-91bb-b64720402d9e,2020-09-12 03:53:26
disgust,negative,0,photo,healthy eating,aafa015b-7447-421e-91bb-b64720402d9e,2020-10-24 12:03:54
disgust,negative,0,photo,healthy eating,72167d71-578d-428f-af6d-5a8a92e677af,2020-08-31 04:34:51
disgust,negative,0,photo,healthy eating,b0dd04df-83a1-470f-80ad-bb173a5e44bc,2020-08-05 19:44:09
disgust,negative,0,photo,healthy eating,b0dd04df-83a1-470f-80ad-bb173a5e44bc,2020-09-30 20:16:21
disgust,negative,0,photo,healthy eating,5f87a730-589d-48fb-ab94-e69274d7b89e,2021-01-22 00:22:40
disgust,negative,0,photo,healthy eating,e221de96-8536-4782-8281-f9cda62f3c81,2020-10-19 00:11:55
disgust,negative,0,photo,healthy eating,bfeb6117-9179-469d-9ea8-8f41a251a5fc,2021-06-01 01:07:59
disgust,negative,0,photo,healthy eating,1287b5c5-604b-462b-bf77-e64a8e89739e,2021-05-16 03:16:47
disgust,negative,0,photo,healthy eating,1287b5c5-604b-462b-bf77-e64a8e89739e,2020-09-19 22:00:19
disgust,negative,0,photo,healthy eating,f0a10ef0-89c7-46b0-828a-e9eec53a8cbe,2020-07-09 15:22:40
disgust,negative,0,photo,healthy eating,a6cace19-96eb-40b3-b6fb-2a1a4e444dde,2021-01-19 02:57:45
disgust,negative,0,photo,healthy eating,a6cace19-96eb-40b3-b6fb-2a1a4e444dde,2021-05-15 14:18:00
disgust,negative,0,photo,healthy eating,a6cace19-96eb-40b3-b6fb-2a1a4e444dde,2020-07-12 14:43:04
disgust,negative,0,photo,healthy eating,1b7d1f70-21dd-483b-b395-e15f4c2368f1,2020-12-14 13:12:51
disgust,negative,0,photo,healthy eating,1b7d1f70-21dd-483b-b395-e15f4c2368f1,2021-04-20 23:40:52
disgust,negative,0,photo,healthy eating,1b7d1f70-21dd-483b-b395-e15f4c2368f1,2021-06-14 12:09:17
disgust,negative,0,photo,healthy eating,27e2cea3-b408-4e66-801b-29fdf7c03b05,2020-08-12 10:00:19
disgust,negative,0,photo,healthy eating,27e2cea3-b408-4e66-801b-29fdf7c03b05,2020-08-21 09:37:33
disgust,negative,0,photo,healthy eating,c6616e7c-f815-46d0-9b1d-d7ea977f5d32,2021-03-07 09:42:53
disgust,negative,0,photo,healthy eating,3fc1f583-ce7e-4cfe-b891-d16976953fda,2021-03-12 23:22:28
disgust,negative,0,photo,healthy eating,3fc1f583-ce7e-4cfe-b891-d16976953fda,2020-10-15 00:15:42
disgust,negative,0,photo,healthy eating,3fc1f583-ce7e-4cfe-b891-d16976953fda,2021-03-19 11:38:01
disgust,negative,0,photo,healthy eating,3fc1f583-ce7e-4cfe-b891-d16976953fda,2020-08-29 19:29:20
disgust,negative,0,photo,healthy eating,5d3d5107-2404-4fb8-a9b6-3c8428492f64,2021-04-17 17:18:54
disgust,negative,0,photo,healthy eating,5d3d5107-2404-4fb8-a9b6-3c8428492f64,2020-10-23 20:00:27
disgust,negative,0,photo,healthy eating,5d3d5107-2404-4fb8-a9b6-3c8428492f64,2020-07-06 00:11:13
disgust,negative,0,photo,healthy eating,5d3d5107-2404-4fb8-a9b6-3c8428492f64,2020-07-06 04:58:19
disgust,negative,0,photo,healthy eating,46c69019-89b5-4a13-9b8a-2942ca22837f,2020-09-06 22:30:28
disgust,negative,0,photo,healthy eating,46c69019-89b5-4a13-9b8a-2942ca22837f,2020-09-23 00:07:21
disgust,negative,0,photo,healthy eating,6b2db46f-f733-4b56-af09-0ed7bb232ed4,2020-11-27 17:11:05
disgust,negative,0,photo,healthy eating,6b2db46f-f733-4b56-af09-0ed7bb232ed4,2020-12-07 04:02:35
disgust,negative,0,photo,healthy eating,6b2db46f-f733-4b56-af09-0ed7bb232ed4,2020-08-01 05:24:51
disgust,negative,0,photo,healthy eating,461cb0ce-0b43-4f13-a8bd-847fc6428c6c,2020-12-09 20:48:00
disgust,negative,0,photo,healthy eating,461cb0ce-0b43-4f13-a8bd-847fc6428c6c,2020-07-08 21:17:22
disgust,negative,0,photo,healthy eating,7df4b13f-c41a-4c81-88fb-213a6a96acc5,2020-10-16 19:27:20
disgust,negative,0,photo,healthy eating,7df4b13f-c41a-4c81-88fb-213a6a96acc5,2020-10-11 04:20:53
disgust,negative,0,photo,healthy eating,7df4b13f-c41a-4c81-88fb-213a6a96acc5,2021-05-03 10:38:09
disgust,negative,0,photo,healthy eating,28fc1e6d-eae9-47de-af11-11ad726b2a88,2021-04-27 06:30:41
disgust,negative,0,photo,healthy eating,b6f447e5-0a89-468a-8ad2-fd45676170d5,2020-10-23 05:10:21
disgust,negative,0,photo,healthy eating,b6f447e5-0a89-468a-8ad2-fd45676170d5,2020-09-02 04:09:02
disgust,negative,0,photo,healthy eating,292051b5-b835-4a60-962a-bddf10da82bd,2021-04-15 13:53:12
disgust,negative,0,photo,healthy eating,292051b5-b835-4a60-962a-bddf10da82bd,2021-02-16 09:28:11
disgust,negative,0,photo,healthy eating,088e2e43-61a8-475f-a3e6-061f626b0f16,2020-09-01 12:06:29
disgust,negative,0,photo,healthy eating,088e2e43-61a8-475f-a3e6-061f626b0f16,2021-01-25 04:58:24
disgust,negative,0,photo,healthy eating,088e2e43-61a8-475f-a3e6-061f626b0f16,2020-10-29 19:37:33
disgust,negative,0,photo,healthy eating,088e2e43-61a8-475f-a3e6-061f626b0f16,2020-09-06 22:52:32
disgust,negative,0,photo,healthy eating,bb6c0257-5d4d-4bb8-be58-4bd7ebd9c337,2020-07-01 17:30:39
disgust,negative,0,photo,healthy eating,bb6c0257-5d4d-4bb8-be58-4bd7ebd9c337,2020-11-06 04:01:07
disgust,negative,0,photo,healthy eating,02664d35-87cf-46a6-a80b-78fbc9ac8b2f,2020-07-03 02:57:32
disgust,negative,0,photo,healthy eating,e0cb0394-c5b2-447a-a9f4-88604a3ec283,2020-09-25 05:40:13
disgust,negative,0,photo,healthy eating,e0cb0394-c5b2-447a-a9f4-88604a3ec283,2020-08-21 06:38:37
disgust,negative,0,photo,healthy eating,e0cb0394-c5b2-447a-a9f4-88604a3ec283,2021-02-11 07:00:17
disgust,negative,0,photo,healthy eating,ec6c41c9-509e-43ff-83bb-0e5202b8e62a,2020-12-14 14:10:02
disgust,negative,0,photo,healthy eating,e17bade2-3175-49eb-92f4-7f2eac74147a,2020-11-25 07:51:43
disgust,negative,0,photo,healthy eating,e17bade2-3175-49eb-92f4-7f2eac74147a,2020-10-26 21:19:49
disgust,negative,0,photo,healthy eating,9c6b0084-60ba-4e88-a0c7-ba0f61ec2c11,2021-06-16 17:36:14
disgust,negative,0,photo,healthy eating,9c6b0084-60ba-4e88-a0c7-ba0f61ec2c11,2021-01-21 15:00:29
disgust,negative,0,photo,healthy eating,ef1ed168-7433-4233-ade8-95070d70a382,2021-05-28 02:54:40
disgust,negative,0,photo,healthy eating,ef1ed168-7433-4233-ade8-95070d70a382,2020-07-31 15:55:47
disgust,negative,0,photo,healthy eating,ef1ed168-7433-4233-ade8-95070d70a382,2020-12-22 13:04:26
disgust,negative,0,photo,healthy eating,79818849-98f9-4b6b-9be8-4ed4c1ad59a5,2021-05-28 12:08:55
disgust,negative,0,photo,healthy eating,79818849-98f9-4b6b-9be8-4ed4c1ad59a5,2020-06-26 21:58:22
disgust,negative,0,photo,healthy eating,79818849-98f9-4b6b-9be8-4ed4c1ad59a5,2020-11-25 12:37:32
disgust,negative,0,photo,healthy eating,475541da-3402-4d0e-9df5-0da198f8fc9c,2021-06-08 23:18:37
disgust,negative,0,photo,healthy eating,17e3a8c5-ecb6-445d-8b69-f8c202d08549,2020-11-27 16:04:29
disgust,negative,0,photo,healthy eating,df06cdab-afc8-4965-9b10-c270b0cafedf,2020-11-24 14:28:34
disgust,negative,0,photo,healthy eating,8ec8db61-8bea-440b-88ee-f1f593eb4a7f,2020-12-02 08:31:47
disgust,negative,0,photo,healthy eating,59523d44-6113-46a5-a85b-38de2ce7bfa1,2021-02-21 09:00:22
disgust,negative,0,photo,healthy eating,59523d44-6113-46a5-a85b-38de2ce7bfa1,2020-11-18 03:15:15
disgust,negative,0,photo,healthy eating,e6c8f317-c8a9-4b1d-941a-4cd5420a138b,2021-03-30 10:52:59
disgust,negative,0,photo,healthy eating,e6c8f317-c8a9-4b1d-941a-4cd5420a138b,2020-09-13 21:38:23
disgust,negative,0,photo,healthy eating,9c066976-30e0-405e-9973-5c4342271a70,2020-10-25 03:09:22
disgust,negative,0,photo,healthy eating,9c066976-30e0-405e-9973-5c4342271a70,2020-09-14 17:54:45
disgust,negative,0,photo,healthy eating,9c066976-30e0-405e-9973-5c4342271a70,2021-01-02 12:16:12
disgust,negative,0,photo,healthy eating,9c066976-30e0-405e-9973-5c4342271a70,2020-08-28 23:56:47
disgust,negative,0,photo,healthy eating,1934a201-0590-41af-bf40-5ddd6254d744,2021-04-25 14:24:19
disgust,negative,0,photo,healthy eating,1934a201-0590-41af-bf40-5ddd6254d744,2020-12-05 23:54:32
disgust,negative,0,photo,healthy eating,1934a201-0590-41af-bf40-5ddd6254d744,2021-05-23 15:41:48
disgust,negative,0,photo,healthy eating,ef802d01-6269-4d21-9159-f1386c75e789,2020-08-25 14:54:56
disgust,negative,0,photo,healthy eating,ee18c383-1e7a-4507-9e78-1061da09143a,2020-11-02 21:15:02
disgust,negative,0,photo,healthy eating,ee0988ef-8656-4a63-9515-a2533b772636,2021-03-30 06:53:04
disgust,negative,0,photo,healthy eating,8526d7cd-bf33-4bf4-aa07-2c25c610cc74,2020-08-28 01:44:58
disgust,negative,0,photo,healthy eating,8526d7cd-bf33-4bf4-aa07-2c25c610cc74,2020-08-18 17:25:54
disgust,negative,0,photo,healthy eating,df2214cb-61f3-4744-86a8-7c01e501bc27,2021-03-26 21:38:01
disgust,negative,0,photo,healthy eating,b15792cb-995f-473e-8372-5cbe88eb059b,2021-05-01 07:35:12
disgust,negative,0,photo,healthy eating,4b2d0fff-3b4f-43ca-a7df-c430479cb9ba,2020-07-23 12:12:49
disgust,negative,0,photo,healthy eating,4b2d0fff-3b4f-43ca-a7df-c430479cb9ba,2020-08-22 08:52:40
disgust,negative,0,photo,healthy eating,b0782637-2604-40f7-8fc6-5e7d9ffd2255,2021-06-11 16:05:23
disgust,negative,0,photo,healthy eating,55f46794-426f-441b-bb60-53b5e6beebc5,2020-07-15 10:34:44
disgust,negative,0,photo,healthy eating,e61a1b04-17e4-4918-a637-ebfc59783ad0,2021-04-16 01:17:50
disgust,negative,0,photo,healthy eating,e61a1b04-17e4-4918-a637-ebfc59783ad0,2021-06-02 18:46:08
disgust,negative,0,photo,healthy eating,e61a1b04-17e4-4918-a637-ebfc59783ad0,2020-11-09 18:59:53
disgust,negative,0,photo,healthy eating,e61a1b04-17e4-4918-a637-ebfc59783ad0,2021-01-02 10:34:30
disgust,negative,0,photo,healthy eating,e61a1b04-17e4-4918-a637-ebfc59783ad0,2021-06-08 10:28:41
disgust,negative,0,photo,healthy eating,d39b0a7e-ce14-4ad4-aa9f-5aefc827f9e6,2021-01-22 21:28:45
disgust,negative,0,photo,healthy eating,d39b0a7e-ce14-4ad4-aa9f-5aefc827f9e6,2020-07-14 16:34:04
disgust,negative,0,photo,healthy eating,d39b0a7e-ce14-4ad4-aa9f-5aefc827f9e6,2020-07-04 21:38:56
disgust,negative,0,photo,healthy eating,f663d05c-74ce-424b-89f2-58009b0095fb,2021-03-11 14:51:37
disgust,negative,0,photo,healthy eating,f663d05c-74ce-424b-89f2-58009b0095fb,2021-03-16 06:51:27
disgust,negative,0,photo,healthy eating,4c1ae4ba-078a-4720-aff0-817c7d549387,2020-12-23 19:57:33
disgust,negative,0,photo,healthy eating,4c1ae4ba-078a-4720-aff0-817c7d549387,2020-10-06 05:48:22
disgust,negative,0,photo,healthy eating,4c1ae4ba-078a-4720-aff0-817c7d549387,2020-12-03 23:06:53
disgust,negative,0,photo,healthy eating,4c1ae4ba-078a-4720-aff0-817c7d549387,2021-03-10 18:09:06
disgust,negative,0,photo,healthy eating,964173f3-7019-4758-9ab9-df71585aa965,2020-12-03 17:08:16
disgust,negative,0,photo,healthy eating,fa60edda-2d32-42ab-905d-2f5de379c461,2020-09-05 05:04:41
disgust,negative,0,photo,healthy eating,964a54b7-7dc7-40b0-bd94-9898b670f9cd,2021-03-12 02:37:32
disgust,negative,0,photo,healthy eating,37331f8d-4fc5-42f6-a367-e59ccde67c45,2021-05-07 04:00:04
disgust,negative,0,photo,healthy eating,8f4cea30-10e7-4806-8c01-d78ef6bcbfa8,2020-06-21 21:04:16
disgust,negative,0,photo,healthy eating,8f4cea30-10e7-4806-8c01-d78ef6bcbfa8,2020-06-27 16:09:24
disgust,negative,0,photo,healthy eating,cba3c646-6b10-43fe-a1af-a0276815288f,2020-12-25 07:00:17
disgust,negative,0,photo,healthy eating,85260ec2-7b35-4266-8071-580a8b4341ca,2021-01-08 12:59:40
disgust,negative,0,photo,healthy eating,4bfc9824-aaeb-4695-8195-945686795b30,2020-07-04 22:10:20
disgust,negative,0,photo,healthy eating,4bfc9824-aaeb-4695-8195-945686795b30,2020-11-19 09:15:55
disgust,negative,0,photo,healthy eating,a168836d-7a74-41e2-a8ae-809fa556c8a0,2021-02-07 20:35:12
disgust,negative,0,photo,healthy eating,e1eca98c-c5fd-4fe4-825f-2d36e8bd56f1,2020-06-25 10:21:47
disgust,negative,0,photo,healthy eating,e1eca98c-c5fd-4fe4-825f-2d36e8bd56f1,2021-02-28 13:03:12
disgust,negative,0,photo,healthy eating,e1eca98c-c5fd-4fe4-825f-2d36e8bd56f1,2021-06-16 07:47:36
disgust,negative,0,photo,healthy eating,e1eca98c-c5fd-4fe4-825f-2d36e8bd56f1,2021-02-21 01:38:49
disgust,negative,0,photo,healthy eating,0ac85d23-c8ba-49ed-bec1-493b960a88c0,2021-01-26 09:08:24
disgust,negative,0,photo,healthy eating,ef619e47-1e88-4e0f-8d91-590cd9ecc137,2020-11-17 01:59:40
disgust,negative,0,photo,healthy eating,019b61f4-926c-438e-adaf-6119c5eab752,2020-12-04 23:58:44
disgust,negative,0,photo,healthy eating,019b61f4-926c-438e-adaf-6119c5eab752,2020-11-15 21:22:40
disgust,negative,0,photo,healthy eating,049c926f-9095-4bb2-a464-666a68257f61,2020-06-25 10:17:37
disgust,negative,0,photo,healthy eating,049c926f-9095-4bb2-a464-666a68257f61,2020-09-03 14:48:44
disgust,negative,0,photo,healthy eating,049c926f-9095-4bb2-a464-666a68257f61,2020-11-08 05:36:16
disgust,negative,0,photo,healthy eating,5bf45fd3-6b4b-400c-a126-31b8576e1d70,2021-03-17 19:58:13
disgust,negative,0,photo,healthy eating,5bf45fd3-6b4b-400c-a126-31b8576e1d70,2020-09-24 16:44:04
disgust,negative,0,photo,healthy eating,8123c0ac-30b0-4a20-bebe-864b3a6b9e9a,2020-10-21 09:21:11
disgust,negative,0,photo,healthy eating,724b9f31-8bdc-4152-b93f-4d3e457201ef,2021-01-09 19:16:24
disgust,negative,0,photo,healthy eating,6aa06c00-d796-43c3-816d-70f21fe58f80,2021-03-28 13:41:21
disgust,negative,0,photo,healthy eating,6aa06c00-d796-43c3-816d-70f21fe58f80,2020-11-23 20:29:38
disgust,negative,0,photo,healthy eating,6aa06c00-d796-43c3-816d-70f21fe58f80,2021-03-02 09:47:02
disgust,negative,0,photo,healthy eating,6aa06c00-d796-43c3-816d-70f21fe58f80,2020-12-12 19:28:48
disgust,negative,0,photo,healthy eating,3f6b1a9d-db78-4d9a-a495-9de7bd9bbe5b,2021-01-14 09:39:08
disgust,negative,0,photo,healthy eating,3f6b1a9d-db78-4d9a-a495-9de7bd9bbe5b,2020-12-31 17:22:02
disgust,negative,0,photo,healthy eating,3f6b1a9d-db78-4d9a-a495-9de7bd9bbe5b,2020-10-30 11:40:59
disgust,negative,0,photo,healthy eating,96ece45a-89e4-4cf8-b216-c860bf8e158e,2021-05-18 15:45:53
disgust,negative,0,photo,healthy eating,96ece45a-89e4-4cf8-b216-c860bf8e158e,2020-08-28 22:25:37
disgust,negative,0,photo,healthy eating,96ece45a-89e4-4cf8-b216-c860bf8e158e,2020-11-14 05:50:28
disgust,negative,0,photo,healthy eating,96ece45a-89e4-4cf8-b216-c860bf8e158e,2021-05-08 06:45:16
disgust,negative,0,photo,healthy eating,6912f8e6-86b7-44f6-8aa8-c21c2ed0b53c,2020-09-23 00:17:11
disgust,negative,0,photo,healthy eating,6912f8e6-86b7-44f6-8aa8-c21c2ed0b53c,2020-06-28 00:12:49
disgust,negative,0,photo,healthy eating,4dd4da35-453e-466d-95ca-b1a7710fac1f,2021-05-24 08:39:38
disgust,negative,0,photo,healthy eating,4dd4da35-453e-466d-95ca-b1a7710fac1f,2021-04-27 09:22:53
disgust,negative,0,photo,healthy eating,4dd4da35-453e-466d-95ca-b1a7710fac1f,2021-04-02 14:38:20
disgust,negative,0,photo,healthy eating,4dd4da35-453e-466d-95ca-b1a7710fac1f,2020-07-19 06:36:28
disgust,negative,0,photo,healthy eating,4dd4da35-453e-466d-95ca-b1a7710fac1f,2021-01-26 07:54:42
disgust,negative,0,photo,healthy eating,f47074e8-5189-44ac-82f8-4309d63650b4,2020-07-29 21:17:06
disgust,negative,0,photo,healthy eating,1bbfe52f-37e2-4874-8422-161a60b331e1,2020-09-10 09:29:53
disgust,negative,0,photo,healthy eating,1bbfe52f-37e2-4874-8422-161a60b331e1,2021-03-28 18:37:06
disgust,negative,0,photo,healthy eating,94f8ffbb-d888-4713-8cdd-ea57466d88b2,2021-06-03 20:07:22
disgust,negative,0,photo,healthy eating,c3d1c36d-2ad9-45ce-be49-51c103351e62,2020-09-16 21:40:43
disgust,negative,0,photo,healthy eating,c3d1c36d-2ad9-45ce-be49-51c103351e62,2021-05-03 02:38:27
disgust,negative,0,photo,healthy eating,c3d1c36d-2ad9-45ce-be49-51c103351e62,2021-02-14 11:53:40
disgust,negative,0,photo,healthy eating,c3d1c36d-2ad9-45ce-be49-51c103351e62,2021-06-18 07:41:35
disgust,negative,0,photo,healthy eating,b38723f3-878c-4308-b173-14f03639d9b8,2020-08-19 22:33:47
disgust,negative,0,photo,healthy eating,b38723f3-878c-4308-b173-14f03639d9b8,2020-12-14 13:50:03
disgust,negative,0,photo,healthy eating,b38723f3-878c-4308-b173-14f03639d9b8,2021-06-10 02:36:24
disgust,negative,0,photo,healthy eating,b38723f3-878c-4308-b173-14f03639d9b8,2020-12-11 00:02:57
disgust,negative,0,photo,healthy eating,b38723f3-878c-4308-b173-14f03639d9b8,2020-08-10 07:34:42
disgust,negative,0,photo,healthy eating,942c5154-791e-47c0-bfad-264a3d6296eb,2020-09-18 13:03:55
disgust,negative,0,photo,healthy eating,e1eb9e92-2e08-48b0-8be7-a2a98048aa08,2021-01-13 04:43:45
disgust,negative,0,photo,healthy eating,e1eb9e92-2e08-48b0-8be7-a2a98048aa08,2021-06-06 08:28:28
disgust,negative,0,photo,healthy eating,44eab5ca-b4a4-46c4-977d-197a78551861,2021-03-30 03:42:50
disgust,negative,0,photo,healthy eating,a739e02a-5d83-4e0e-b306-740652cf700a,2020-06-27 21:21:28
disgust,negative,0,photo,healthy eating,a739e02a-5d83-4e0e-b306-740652cf700a,2021-03-03 17:12:03
disgust,negative,0,photo,healthy eating,a739e02a-5d83-4e0e-b306-740652cf700a,2020-09-02 16:08:52
disgust,negative,0,photo,healthy eating,7cace87f-53ff-40c0-99f5-abbc5b8f86d6,2020-08-17 02:55:42
disgust,negative,0,photo,healthy eating,7cace87f-53ff-40c0-99f5-abbc5b8f86d6,2020-11-28 11:37:26
disgust,negative,0,photo,healthy eating,c9b2829f-278c-4acd-a895-cf0bd337d36f,2020-08-02 03:11:47
disgust,negative,0,photo,healthy eating,c9b2829f-278c-4acd-a895-cf0bd337d36f,2021-03-05 22:22:49
disgust,negative,0,photo,healthy eating,a861f7e7-b2f5-4d86-966c-7503c8faaeca,2020-08-02 09:15:47
disgust,negative,0,photo,healthy eating,56b0b1ab-a07c-4379-b699-80ccc8689c85,2020-12-06 01:19:40
disgust,negative,0,photo,healthy eating,6c8d057d-756a-41dd-afef-bf73adffbdf4,2020-09-21 20:02:37
disgust,negative,0,photo,healthy eating,6c8d057d-756a-41dd-afef-bf73adffbdf4,2020-12-29 05:33:19
disgust,negative,0,photo,healthy eating,6c8d057d-756a-41dd-afef-bf73adffbdf4,2021-01-28 19:12:12
disgust,negative,0,photo,healthy eating,f6055aa8-0c90-4e92-a8a6-7d046f35acd4,2021-03-02 16:02:57
disgust,negative,0,photo,healthy eating,990f1598-4dbb-403c-a5b2-48de2c30b1ca,2021-04-09 21:47:12
disgust,negative,0,photo,healthy eating,990f1598-4dbb-403c-a5b2-48de2c30b1ca,2020-09-13 07:26:27
disgust,negative,0,photo,healthy eating,990f1598-4dbb-403c-a5b2-48de2c30b1ca,2020-09-08 18:53:43
disgust,negative,0,photo,healthy eating,990f1598-4dbb-403c-a5b2-48de2c30b1ca,2020-12-23 19:32:36
disgust,negative,0,photo,healthy eating,fe06b730-b1f8-4f55-af1a-52487d8f1ec6,2021-03-14 21:43:12
disgust,negative,0,photo,healthy eating,0701343b-6105-40e4-b275-7f3d292b9e20,2020-10-04 15:54:29
disgust,negative,0,photo,healthy eating,0701343b-6105-40e4-b275-7f3d292b9e20,2021-03-15 20:45:25
disgust,negative,0,photo,healthy eating,0701343b-6105-40e4-b275-7f3d292b9e20,2020-11-23 11:53:14
disgust,negative,0,photo,healthy eating,451b228b-9d66-45a4-b6fa-46c502562b5f,2021-02-16 00:26:39
disgust,negative,0,photo,healthy eating,451b228b-9d66-45a4-b6fa-46c502562b5f,2021-05-30 16:20:50
disgust,negative,0,photo,healthy eating,1dbed432-50e6-4955-9ac8-798fb60b2f0e,2021-06-18 02:02:36
disgust,negative,0,photo,healthy eating,1dbed432-50e6-4955-9ac8-798fb60b2f0e,2021-05-09 23:42:04
disgust,negative,0,photo,healthy eating,1dbed432-50e6-4955-9ac8-798fb60b2f0e,2021-02-06 14:49:37
disgust,negative,0,photo,healthy eating,1dbed432-50e6-4955-9ac8-798fb60b2f0e,2020-08-09 02:51:01
disgust,negative,0,photo,healthy eating,7c47e333-da29-4be9-8156-2e5f75a991e1,2021-02-01 02:39:12
disgust,negative,0,photo,healthy eating,7c47e333-da29-4be9-8156-2e5f75a991e1,2021-05-22 18:58:56
disgust,negative,0,photo,healthy eating,7c47e333-da29-4be9-8156-2e5f75a991e1,2020-09-27 01:46:46
disgust,negative,0,photo,healthy eating,7c47e333-da29-4be9-8156-2e5f75a991e1,2021-03-22 17:09:38
disgust,negative,0,photo,healthy eating,7c47e333-da29-4be9-8156-2e5f75a991e1,2020-11-22 14:51:14
disgust,negative,0,photo,healthy eating,2664a681-e732-422f-b529-02fabb6ec9ab,2021-01-21 07:44:52
disgust,negative,0,photo,healthy eating,2664a681-e732-422f-b529-02fabb6ec9ab,2020-12-08 20:39:30
disgust,negative,0,photo,healthy eating,aad272f0-2b16-478b-b2c5-c502b060fc30,2021-04-01 20:00:28
disgust,negative,0,photo,healthy eating,c75dfa33-cd71-486f-b4e1-f5e9133ae873,2021-01-24 22:12:32
disgust,negative,0,photo,healthy eating,c75dfa33-cd71-486f-b4e1-f5e9133ae873,2020-10-18 01:21:58
disgust,negative,0,photo,healthy eating,0f1cb5c0-ac2a-4c8a-9fb9-115d60493247,2021-03-22 13:55:57
disgust,negative,0,photo,healthy eating,0f1cb5c0-ac2a-4c8a-9fb9-115d60493247,2021-03-27 12:37:17
disgust,negative,0,photo,healthy eating,40727608-362e-4e10-970f-2b5a5f8c37c1,2020-07-07 23:23:26
disgust,negative,0,photo,healthy eating,40727608-362e-4e10-970f-2b5a5f8c37c1,2020-12-31 18:49:05
disgust,negative,0,photo,healthy eating,09f2e925-5086-42ad-8160-e763396a36ca,2020-11-11 02:22:58
disgust,negative,0,photo,healthy eating,09f2e925-5086-42ad-8160-e763396a36ca,2020-06-28 10:52:27
disgust,negative,0,photo,healthy eating,09f2e925-5086-42ad-8160-e763396a36ca,2020-11-27 07:46:02
disgust,negative,0,photo,healthy eating,6cbac852-fec6-49e2-95db-d62edeb477d0,2021-01-02 13:52:34
disgust,negative,0,photo,healthy eating,445a06c1-3dea-4129-90eb-2384c0534eb6,2021-01-27 06:35:18
disgust,negative,0,photo,healthy eating,445a06c1-3dea-4129-90eb-2384c0534eb6,2020-12-09 07:42:59
disgust,negative,0,photo,healthy eating,abf9ec3b-1d0f-4238-a8f8-137072dab287,2020-10-25 08:20:09
disgust,negative,0,photo,healthy eating,abf9ec3b-1d0f-4238-a8f8-137072dab287,2020-06-22 17:37:37
disgust,negative,0,photo,healthy eating,1b6f05f1-df9e-4ad4-989e-029baf20478f,2021-04-28 18:10:34
disgust,negative,0,photo,healthy eating,1b6f05f1-df9e-4ad4-989e-029baf20478f,2021-01-09 18:32:50
disgust,negative,0,photo,healthy eating,1a5b511a-7199-4f05-988a-1f1d0380ca11,2020-12-25 05:34:14
disgust,negative,0,photo,healthy eating,5ac2552c-15a5-41ed-8d67-9c57bce74ebc,2021-05-01 13:02:41
disgust,negative,0,photo,healthy eating,ec69ad7c-c57b-4d10-ad0f-930ff10bf687,2020-07-30 21:34:24
disgust,negative,0,photo,healthy eating,51a9bf9c-2c90-487b-ad37-9db7f18c36e7,2020-11-07 22:13:28
disgust,negative,0,photo,healthy eating,51a9bf9c-2c90-487b-ad37-9db7f18c36e7,2021-02-15 02:52:40
disgust,negative,0,photo,healthy eating,51a9bf9c-2c90-487b-ad37-9db7f18c36e7,2020-10-16 01:52:36
disgust,negative,0,photo,healthy eating,9c542f56-b0ec-4df1-b95e-f56e1c467813,2020-10-18 10:07:21
